original_index,is_outlier,begruendung,zielspalten_bewertet
756,False,"Die Werte sind für einen Aeroplan-Meilenkauf-Deal plausibel: 1645 Views und 8 Replies zeigen moderates Interesse an einem Vielfliegerprogramm-Angebot, während -2 Votes auf gemischte Meinungen hindeuten (YMMV = Your Mileage May Vary deutet auf individuelle Ergebnisse hin). Preis und Saving sind 0, da es sich um ein variables Meilenkauf-Angebot handelt, nicht um ein Produkt mit festem Preis.","['replies', 'views', 'votes', 'price', 'saving']"
757,False,"Die Werte sind für kabellose Earbuds im Budget-Segment plausibel: Preis von 26.99 CAD ist typisch für günstige TWS-Kopfhörer, 1439 Views und 2 Replies zeigen moderates Interesse an einem soliden Deal, und -1 Vote deutet auf gemischte Meinungen zur Markenqualität hin, was bei unbekannten Marken normal ist.","['replies', 'views', 'votes', 'price', 'saving']"
758,True,Die Anzahl der Views (54.059) ist extrem hoch im Verhältnis zu den Votes (27) und Replies (134) für ein SiriusXM-Abo mit Google Nest Hub Bundle. Solch eine massive Diskrepanz zwischen Views und Engagement-Metriken ist ungewöhnlich und deutet auf einen Ausreißer hin.,"['replies', 'views', 'votes', 'price', 'saving']"
759,False,"Die Werte sind für ein günstiges USB-Ladegerät (2€) plausibel: moderate Views (1079), wenige positive Votes (5), keine Replies und keine Ersparnis passen zu einem einfachen Elektronik-Zubehör-Deal ohne besondere Attraktivität.","['replies', 'views', 'votes', 'price', 'saving']"
760,False,"Die Werte sind im Kontext plausibel: Hand-Desinfektionsmittel waren während der COVID-19-Pandemie (Juli 2020) stark nachgefragt, was die hohen Views (29.983) und viele Replies (96) bei einem günstigen Preis (9,99$ für fast 2 Liter) erklärt. Die moderaten Votes (37) passen zur Deal-Qualität eines verfügbaren Hygieneprodukts in Krisenzeiten.","['replies', 'views', 'votes', 'price', 'saving']"
761,False,"Die Werte sind für einen Premium Gaming Chair im Kontext plausibel: Preis von 449$ mit 150$ Ersparnis ist realistisch für diese Produktkategorie, und die hohen Views (9445) sowie moderate Replies (42) passen zu einem attraktiven Deal für ein höherpreisiges Produkt. Die leicht negativen Votes (-7) könnten auf gemischte Meinungen zur Marke oder Produktqualität hindeuten, sind aber nicht extrem.","['replies', 'views', 'votes', 'price', 'saving']"
762,False,"Die Werte sind im Kontext eines Fast-Food-Deals plausibel: 50% Rabatt bei Papa John's ist ein typisches Angebot, der Preis von 0€ (vermutlich prozentuale Aktion ohne festen Endpreis), moderate Engagement-Werte (2586 Views, 6 Replies) und leicht negative Votes (-7, möglicherweise wegen YMMV-Einschränkung) passen zu einem durchschnittlichen Restaurant-Deal ohne besondere Attraktivität.","['replies', 'views', 'votes', 'price', 'saving']"
763,False,"Die Werte sind für kostenlose PSN Plus Spiele (Preis 0€, Ersparnis 0€) völlig normal und erwartbar. Die hohen Engagement-Werte (18.016 Views, 74 Replies, 74 Votes) passen sehr gut zu einem attraktiven Gaming-Deal mit bekannten AAA-Titeln wie NBA 2K20 und Tomb Raider.","['replies', 'views', 'votes', 'price', 'saving']"
764,False,"Die Werte sind für eine 1TB SSD im Jahr 2020 plausibel: Preis von 129.99 CAD liegt im erwartbaren Bereich für dieses Produkt. Die Engagement-Werte (1864 Views, 4 Replies, 3 Votes) sind typisch für einen soliden, aber nicht außergewöhnlichen Deal bei Computer-Hardware.","['replies', 'views', 'votes', 'price', 'saving']"
765,False,"Ein 58"" 4K Smart TV für ca. 360$ ist ein attraktiver Budget-Deal, der hohe Views (6042) und moderate Engagement-Werte (23 Replies, 7 Votes) rechtfertigt. Preis und Aktivität passen zum Kontext eines beliebten Elektronik-Deals.","['replies', 'views', 'votes', 'price', 'saving']"
766,False,"Die Werte sind im Kontext plausibel: Ein Farben-Sale von Benjamin Moore mit moderaten 1075 Views, 2 Replies und -1 Vote zeigt typisches Engagement für einen lokalen Home-Decor-Deal. Price und Saving sind 0, da es sich um einen prozentualen Rabatt handelt, nicht um einen spezifischen Produktpreis.","['replies', 'views', 'votes', 'price', 'saving']"
767,True,"Die Anzahl der Views (24.204) ist extrem hoch im Verhältnis zu den Replies (85) und Votes (22) für einen Milwaukee-Werkzeug-Deal mit moderatem Preis von 74,50$. Typischerweise würde ein Deal mit über 24.000 Aufrufen deutlich mehr Engagement (Votes und Replies) generieren, was auf eine ungewöhnliche Diskrepanz hindeutet.","['replies', 'views', 'votes', 'price', 'saving']"
768,False,"Die Werte sind im Kontext plausibel: Ein hochwertiger 3-Stufen-Messerschärfer für ~68$ liegt im realistischen Preissegment für Küchengeräte dieser Kategorie. Die Engagement-Werte (5446 Views, 26 Replies, 4 Votes) passen zu einem Nischenprodukt im Home & Garden Bereich mit moderatem Interesse.","['replies', 'views', 'votes', 'price', 'saving']"
769,False,"Die Werte sind für ein Lebensmittel-Deal (Boursin Käse bei Walmart) völlig plausibel: Preis von 2,97$ passt zu einem Käseprodukt, 723 Views und 2 Votes zeigen moderates Interesse an einem Grocery-Deal, und 2 Replies sind für diese Deal-Kategorie normal.","['replies', 'views', 'votes', 'price', 'saving']"
770,False,"Die Werte sind für einen elektrischen Wasserkocher im niedrigen Preissegment (18$) plausibel. Die moderate Engagement-Rate (2522 Views, 6 Replies, 4 Votes) passt zu einem soliden, aber nicht außergewöhnlichen Deal für ein Haushaltsgerät.","['replies', 'views', 'votes', 'price', 'saving']"
771,False,"Die Werte sind für einen Nass-/Trockensauger von RIDGID bei Home Depot plausibel: Preis von 68$ liegt im typischen Bereich für portable Werkstattsauger, die Ersparnis von 23% ist moderat, und die Engagement-Werte (2911 Views, 14 Replies, 3 Votes) passen zu einem soliden Haushalts-/Werkzeug-Deal mit durchschnittlichem Interesse.","['replies', 'views', 'votes', 'price', 'saving']"
772,True,"Ein einfaches tragbares AM/FM-Radio von Sony für 24,98$ zeigt mit 3428 Views eine extrem hohe Aufmerksamkeit, die für ein solch alltägliches, niedrigpreisiges Produkt ungewöhnlich ist. Die Engagement-Werte (13 Replies, 5 Votes) sind moderat, aber die Views sind im Verhältnis zum Produkttyp und Preis deutlich überhöht.","['replies', 'views', 'votes', 'price', 'saving']"
773,False,"Die Werte sind für einen Gartengeräte-Deal plausibel: Preis von 79.99$ ist realistisch für ein Akku-Kombigerät, 1941 Views zeigen solides Interesse an einem praktischen Home & Garden Deal, und die niedrige Engagement-Rate (3 Replies, 1 Vote) ist typisch für Standardangebote ohne außergewöhnliche Ersparnis (0.0$).","['replies', 'views', 'votes', 'price', 'saving']"
774,False,"Eine Flachbank (CAP Flat Bench) für 66€ ist ein realistischer Preis für Fitnessgeräte. Die Engagement-Werte (3385 Views, 11 Replies, 7 Votes) sind für ein Sport-/Fitnessprodukt während der COVID-19-Pandemie (Juli 2020), als Heimfitness stark nachgefragt war, plausibel und unauffällig.","['replies', 'views', 'votes', 'price', 'saving']"
775,False,"Die Werte sind im Kontext plausibel: Ein RIDGID Handstaubsauger für 79$ mit 50$ Ersparnis ist ein realistischer Clearance-Deal. Die hohen Views (4005) und moderate Diskussion (21 Antworten) passen zu einem attraktiven Werkzeug-Angebot, während die negativen Votes (-10) auf gemischte Meinungen zur Deal-Qualität hindeuten.","['replies', 'views', 'votes', 'price', 'saving']"
776,False,"Die Werte sind im Kontext plausibel: Eine Autowäsche für 5€ bei Tankstellenkauf ist ein typisches Angebot. Die hohen Views (7718) und moderaten Engagement-Werte (17 Replies, 16 Votes) passen zu einem attraktiven, zeitlich begrenzten Deal im Automotive-Bereich, der viele Autofahrer interessiert.","['replies', 'views', 'votes', 'price', 'saving']"
777,True,Die 34.858 Views sind extrem hoch für ein lokales Grocery-Angebot (Stella-Bier mit Gratisbrett bei LCBO). Selbst bei 87 Replies und 52 Votes ist diese View-Zahl für einen regionalen Deal unverhältnismäßig und deutet auf eine Anomalie hin.,"['replies', 'views', 'votes', 'price', 'saving']"
778,False,"Die Werte sind für einen Instant Pot Zubehörartikel (Glasdeckel) mit 38% Rabatt plausibel: Preis von 9,31$ ist realistisch für dieses Produkt, die Ersparnis von 38$ passt zur Rabattangabe, und die Engagement-Werte (2037 Views, 7 Replies, -12 Votes) sind typisch für einen soliden Deal in der Home & Garden Kategorie, wobei negative Votes auf gemischte Meinungen zur Deal-Qualität hindeuten.","['replies', 'views', 'votes', 'price', 'saving']"
779,False,"Die Werte sind für einen elektrischen Hochdruckreiniger mit Vakuumsystem plausibel: Preis von 109$ mit 50$ Ersparnis liegt im typischen Bereich für solche Geräte, und die moderate Engagement-Rate (1183 Views, 2 Replies, 2 Votes) passt zu einem soliden, aber nicht außergewöhnlichen Deal im Home & Garden Bereich.","['replies', 'views', 'votes', 'price', 'saving']"
780,True,"Die Anzahl der Views (10104) ist für ein einfaches Unterwäsche-5er-Pack extrem hoch und steht in keinem Verhältnis zu den niedrigen Votes (1) und dem moderaten Preis (~21 CAD). Solch hohe Aufrufe wären eher bei hochpreisigen oder besonders attraktiven Deals zu erwarten, nicht bei Standard-Boxershorts.","['replies', 'views', 'votes', 'price', 'saving']"
781,False,"Die Werte sind für ein Canon 50mm F1.8 Objektiv (beliebtes 'Nifty Fifty') plausibel: Preis von ~120 CAD ist marktüblich, hohe Views (8462) und moderate Engagement-Werte (27 Replies, 17 Votes) passen zur Beliebtheit dieses Produkts in der Fotografie-Community.","['replies', 'views', 'votes', 'price', 'saving']"
782,True,"Die Anzahl der Views (30.024) ist extrem hoch im Verhältnis zu den Votes (12) und Replies (159). Bei einem Mesh-Networking-Deal würde man bei über 30.000 Aufrufen deutlich mehr Engagement erwarten, insbesondere da es sich um ein technisches Produkt mit 20-22% Rabatt handelt.","['replies', 'views', 'votes', 'price', 'saving']"
783,True,Die 22.976 Views sind für einen Ultraboost-Sneaker-Deal im Preisbereich von 125$ extrem hoch und stehen in keinem realistischen Verhältnis zu den 53 Replies und 45 Votes. Diese Diskrepanz zwischen sehr hohen Views und vergleichsweise moderatem Engagement deutet auf eine Anomalie hin.,"['replies', 'views', 'votes', 'price', 'saving']"
784,False,"Die Werte sind für einen regionalen Alkohol-Deal bei Costco plausibel: 70€ für eine Weinkiste ist marktüblich, und die hohen Views (7457) sowie gutes Engagement (29 Replies, 24 Votes) passen zur Beliebtheit von Alkohol-Deals in der Groceries-Kategorie.","['replies', 'views', 'votes', 'price', 'saving']"
785,False,"Die Werte sind für einen Movie-Rental-Deal im Entertainment-Bereich plausibel: Niedriger Preis (0.99-1.49$) passt zu Filmverleih, moderate Engagement-Werte (16 Replies, 5128 Views, 22 Votes) sind für einen zeitlich begrenzten Google Play Deal über 3 Wochen Laufzeit nachvollziehbar. Keine auffälligen Diskrepanzen erkennbar.","['replies', 'views', 'votes', 'price', 'saving']"
786,False,"Der Preis von 827,99$ für ein Samsung Galaxy S10 liegt im realistischen Bereich für dieses Smartphone-Modell. Die Engagement-Werte (2821 Views, 11 Replies, -6 Votes) sind für einen durchschnittlichen Smartphone-Deal plausibel, wobei die negativen Votes darauf hindeuten, dass der Deal als nicht besonders attraktiv wahrgenommen wurde.","['replies', 'views', 'votes', 'price', 'saving']"
787,True,"Die angegebene Ersparnis von 90€ bei einem Kaufpreis von nur 1,99€ ist unrealistisch und würde einen ursprünglichen Preis von ca. 92€ für ein älteres PC-Spiel (SimCity 4 von 2003) implizieren, was deutlich über dem üblichen Marktwert liegt. Die Engagement-Werte (Views, Replies, Votes) sind hingegen für einen Gaming-Deal im normalen Bereich.","['replies', 'views', 'votes', 'price', 'saving']"
788,False,"Die Werte sind im Kontext plausibel: Ein Tim Hortons Treueprogramm-Deal (7x Punkte) mit price=0 und saving=0 ist typisch für Bonusaktionen ohne direkten Geldwert. Die hohen Views (3569) bei negativen Votes (-18) und moderate Replies (25) passen zu einem kontroversen oder als weniger attraktiv empfundenen Deal, was bei YMMV-Angeboten (Your Mileage May Vary) durchaus üblich ist.","['replies', 'views', 'votes', 'price', 'saving']"
789,True,"Die Anzahl der Views (4313) ist für einen einfachen Gummi-Radkeil im Wert von 4,99€ extrem hoch und steht in keinem realistischen Verhältnis zur geringen Ersparnis (10€) und dem niedrigen Produktpreis. Solch hohe Aufrufzahlen wären eher bei hochpreisigen oder besonders attraktiven Deals zu erwarten.","['replies', 'views', 'votes', 'price', 'saving']"
790,False,"Die Werte sind im Kontext eines attraktiven Cashback-Deals bei einer bekannten Pizza-Kette plausibel. 6519 Views, 36 Replies und 22 Votes zeigen gutes Engagement für ein Restaurant-Angebot mit 50% Ersparnis (5$ bei 10$ Ausgabe), was typisch für beliebte Food-Deals ist.","['replies', 'views', 'votes', 'price', 'saving']"
791,False,"Die Werte sind für ein Restaurant-Deal (Domino's Pizza 50% Rabatt) plausibel: 4134 Views und 24 Replies zeigen gutes Interesse an einem beliebten Fast-Food-Angebot, 8 Votes sind moderat positiv. Price und Saving sind 0.0, was bei prozentualen Rabatten ohne konkreten Einzelpreis typisch ist.","['replies', 'views', 'votes', 'price', 'saving']"
792,False,"Die Werte sind für ein Pokemon Trading Card Game Produkt plausibel: Der Preis von ~35€ entspricht typischen Preisen für Pokemon Booster-Boxen, die hohen Views (3559) passen zur Beliebtheit von Pokemon-Sammelkarten und Restocks limitierter Editionen, und die 8 Antworten bei 0 Votes deuten auf normale Community-Diskussion hin.","['replies', 'views', 'votes', 'price', 'saving']"
793,False,"Die Werte sind im Kontext plausibel: Milwaukee-Werkzeug (bekannte Marke) für ~21€ ist ein realistischer Preis für ein 2-teiliges Zangen-Set. Die moderate Engagement-Rate (1533 Views, 4 Votes, 0 Replies) passt zu einem soliden, aber nicht spektakulären Werkzeug-Deal ohne extreme Ersparnis (0,50€).","['replies', 'views', 'votes', 'price', 'saving']"
794,False,"Die Werte sind im Kontext plausibel: Kontaktlinsen sind ein Alltagsprodukt mit breitem Interesse, was die 5534 Views erklärt. 31 Replies und 6 Votes zeigen moderates Engagement. Preis und Saving sind 0, was bei Affiliate-Links oder allgemeinen Produktübersichten ohne spezifischen Deal üblich ist.","['replies', 'views', 'votes', 'price', 'saving']"
795,False,"Die Werte sind im Kontext plausibel: Ein kostenloser Usenet-Zugang (price=0.0, saving=0.0) für ein Nischenprodukt im Tech-Bereich erzeugt moderate Engagement-Werte (3142 Views, 8 Replies, 4 Votes), die für ein zeitlich begrenztes Gratisangebot in dieser Kategorie typisch sind.","['replies', 'views', 'votes', 'price', 'saving']"
796,False,"Die Werte sind für einen iTunes-Film-Deal plausibel: Preis von 2.99€ ist typisch für digitale Filmkäufe im Angebot, 1178 Views bei 3 Votes und 0 Replies zeigen moderate Aufmerksamkeit für einen Nischen-Filmanbieter (Arrow Films), was im Entertainment-Bereich normal ist.","['replies', 'views', 'votes', 'price', 'saving']"
797,False,"Die Werte sind für eine Spawn Action Figure im Preissegment von ~25$ plausibel. Das Engagement (2614 Views, 6 Replies, 12 Votes) passt zu einem Nischenprodukt aus der Mortal Kombat/Spawn-Franchise, das eine dedizierte Fanbase hat, aber kein Massenprodukt ist.","['replies', 'views', 'votes', 'price', 'saving']"
798,False,"Die Werte sind für ein Elektrowerkzeug im mittleren Preissegment (39.99$) plausibel: moderate Engagement-Zahlen (19 Antworten, 3574 Views, 3 Votes) passen zu einem soliden Deal für ein Mastercraft-Oszillationswerkzeug. Die geringe Ersparnis (0.70$) erklärt das moderate Interesse angemessen.","['replies', 'views', 'votes', 'price', 'saving']"
799,False,"Die Werte sind für eine Dashcam im mittleren Preissegment (~58€) plausibel: 28 Antworten und 3744 Views zeigen solides Interesse an einem Automotive-Deal, während 1 Vote und keine Ersparnis auf einen durchschnittlich bewerteten Deal hindeuten. Alle Engagement- und Preiswerte passen zum Produktkontext.","['replies', 'views', 'votes', 'price', 'saving']"
800,False,"Die Werte sind im Kontext plausibel: Ein 800 lb Hand Truck für ~50€ ist ein realistischer Preis für ein solches Werkzeug. Die 4220 Views, 19 Replies und 3 Votes zeigen moderates Interesse an einem praktischen Home-Improvement-Deal, was für diese Produktkategorie typisch ist.","['replies', 'views', 'votes', 'price', 'saving']"
801,False,"Die Werte sind für ein günstiges Werkzeug-/Autopflegeprodukt (Rostschutzmittel für ~6$) plausibel. Die moderate Engagement-Rate (2372 Views, 6 Replies, 3 Votes) passt zu einem Nischenprodukt im Home Improvement Bereich ohne außergewöhnliche Ersparnis.","['replies', 'views', 'votes', 'price', 'saving']"
802,False,"Die Werte sind im Kontext plausibel: Ein kostenloses Gaming-Angebot für Scene-Mitglieder erzeugt erwartbar hohe Views (5599), während die moderaten Engagement-Werte (10 Votes, 6 Replies) für ein zeitlich begrenztes Gratisangebot typisch sind. Preis und Saving sind korrekt mit 0.0 erfasst, da es sich um ein Gratis-Angebot handelt.","['replies', 'views', 'votes', 'price', 'saving']"
803,True,Die Anzahl der Views (3062) ist für einen Hochstuhl-Deal mit nur 6 Antworten und 4 Votes extrem hoch und steht in keinem realistischen Verhältnis zum tatsächlichen Engagement. Bei vergleichbaren Baby-Produkten wäre bei über 3000 Views deutlich mehr Interaktion zu erwarten.,"['replies', 'views', 'votes', 'price', 'saving']"
804,False,"Die Werte sind für einen Versandkosten-Deal plausibel: 3210 Views und 17 Replies zeigen moderates Interesse an einem Sportartikel-Händler, 5 Votes sind für einen Service-Deal (kein Produktrabatt) typisch. Preis und Saving sind erwartungsgemäß 0, da es sich um eine Versandkostenaktion handelt.","['replies', 'views', 'votes', 'price', 'saving']"
805,True,"Die Kombination aus extrem hohen Views (3755) bei gleichzeitig stark negativen Votes (-29) ist für ein Gym-Membership-Angebot sehr ungewöhnlich. Während der Preis (68€) und die Ersparnis (54€) für ein Monats-Abo realistisch erscheinen, deutet das Missverhältnis zwischen hoher Aufmerksamkeit und deutlicher Ablehnung auf eine Anomalie hin.","['replies', 'views', 'votes', 'price', 'saving']"
806,False,"Die Werte sind im Kontext plausibel: Ein Dash Cam Spiegel für 79 CAD ist ein realistischer Preis für Auto-Elektronik. Die hohen Views (12517) bei moderaten Replies (42) und Votes (4) passen zu einem interessanten Deal für ein Nischenprodukt im Automotive-Bereich, das viele Nutzer anschauen, aber nur wenige aktiv kommentieren.","['replies', 'views', 'votes', 'price', 'saving']"
807,False,"Die Werte sind für ein Gaming-Headset von Corsair im mittleren Preissegment (88,99$ mit 36$ Ersparnis) plausibel. Die Engagement-Werte (3354 Views, 10 Replies, 1 Vote) passen zu einem soliden Deal für Gaming-Zubehör in der Kategorie Computers & Electronics.","['replies', 'views', 'votes', 'price', 'saving']"
808,False,"Die Werte sind für einen gezielten Walmart-Gutschein-Deal plausibel: 1285 Views zeigen moderates Interesse, 1 Reply und -1 Vote deuten auf begrenzte Resonanz hin (typisch für YMMV/Targeted-Angebote). Preis 0€ und Saving 15€ passen zu einem Rabattgutschein ohne direkten Produktpreis.","['replies', 'views', 'votes', 'price', 'saving']"
809,True,"Der 'price'-Wert von 0.0 ist unrealistisch, da der Titel konkrete Preise nennt ($12.49, $10, $10). Zudem ist 'saving' ebenfalls 0.0, obwohl es sich um Deal-Angebote handelt, bei denen normalerweise Ersparnisse ausgewiesen werden. Diese Diskrepanz zwischen Titel-Information und erfassten Preiswerten deutet auf fehlerhafte Datenerfassung hin.","['replies', 'views', 'votes', 'price', 'saving']"
810,True,"Der Preis von 58,11€ für ein komplettes Ski-Set (Rossignol Experience 77 Skis mit LOOK Xpress 11 Bindungen) ist extrem niedrig und unrealistisch für hochwertige Markenausrüstung, die normalerweise mehrere hundert Euro kostet. Trotz des attraktiven Preises sind die Engagement-Werte (8 Replies, 1770 Views, 2 Votes) zwar moderat, aber der Preis selbst stellt einen deutlichen Ausreißer dar.","['replies', 'views', 'votes', 'price', 'saving']"
811,False,"Die Werte sind im Kontext plausibel: Ein Costco-Membership-Deal mit Gratis-Zugabe erzeugt erwartbar hohe Views (14624) und moderate Diskussion (54 Replies). Die leicht negativen Votes (-7) deuten auf gemischte Meinungen zum Deal-Wert hin, was bei Membership-Angeboten typisch ist. Preis und Saving bei 0.0 sind korrekt für ein Gratis-Zugabe-Angebot.","['replies', 'views', 'votes', 'price', 'saving']"
812,False,"Die Werte sind für eine Logitech M720 Maus im Kontext plausibel: Preis von 39.99 CAD mit 43 CAD Ersparnis ist realistisch für dieses Mittelklasse-Peripheriegerät. Die hohen Views (14662), Replies (49) und positiven Votes (32) passen zu einem attraktiven Deal für ein beliebtes Markenprodukt.","['replies', 'views', 'votes', 'price', 'saving']"
813,False,"Die Werte sind im Kontext eines gezielten eBay-Gutscheins ($5 Rabatt) plausibel: Der Preis von 0€ passt zu einem Gutschein-Deal, 2756 Views und 16 Replies zeigen moderates Interesse, und -7 Votes deuten auf gemischte Resonanz hin (typisch für 'Targeted/YMMV'-Deals, die nicht für alle verfügbar sind).","['replies', 'views', 'votes', 'price', 'saving']"
814,False,"Die Werte sind für eine Logitech-Maus mit 50% Rabatt plausibel: Preis von 19.99€ ist marktüblich, 50€ Ersparnis entspricht dem ursprünglichen Wert einer Markenmaus. Die hohen Views (12237) und gute Engagement-Werte (43 Replies, 27 Votes) passen zu einem attraktiven Deal einer bekannten Marke.","['replies', 'views', 'votes', 'price', 'saving']"
815,True,Die Anzahl der Views (100.927) ist für einen Rasenmäher-Deal mit moderatem Preis (~476€) extrem hoch und steht in keinem realistischen Verhältnis zu den Replies (595) und Votes (39). Solch außergewöhnlich hohe Aufrufzahlen wären selbst bei Premium-Elektronik-Deals ungewöhnlich und deuten auf eine Anomalie hin.,"['replies', 'views', 'votes', 'price', 'saving']"
816,False,"Die Werte sind für einen Smart Plug Deal plausibel: Preis von 22,98$ und Ersparnis von 42$ passen zum Produkttyp, 2605 Views zeigen solides Interesse, 9 Replies sind angemessen, und -9 Votes deuten auf einen weniger attraktiven Deal hin (nur 'warm' Rating), was konsistent mit der moderaten Community-Reaktion ist.","['replies', 'views', 'votes', 'price', 'saving']"
817,False,"Die Werte sind für einen 4-Tonnen-Wagenheber im Automotive-Bereich plausibel: Preis von 169.99$ liegt im erwartbaren Bereich für solches Werkzeug, und die Engagement-Werte (1156 Views, 7 Votes, 3 Replies) sind typisch für einen spezialisierten Automotive-Deal mit moderatem Interesse.","['replies', 'views', 'votes', 'price', 'saving']"
818,False,"Der Preis von ~316 CAD für eine 2TB NVMe SSD (XPG SX8200 Pro) ist für 2020 marktüblich und realistisch. Die Engagement-Werte (2820 Views, 12 Replies, -5 Votes) passen zu einem durchschnittlichen Hardware-Deal ohne besondere Ersparnis (saving=0), der gemischte Reaktionen erhält.","['replies', 'views', 'votes', 'price', 'saving']"
819,False,"Die Werte sind für einen Haushaltsreiniger-Deal plausibel: Preis von 2,13 CAD für 1,41L Pine-Sol ist realistisch günstig, die hohen Views (5202) und positiven Votes (19) passen zu einem attraktiven Hygiene-Deal während der Pandemie (Juni 2020), und 15 Antworten sind für einen beliebten Deal normal.","['replies', 'views', 'votes', 'price', 'saving']"
820,False,"Die Werte sind im Kontext plausibel: Eine kostenlose Mitgliedschaft (price=0, saving=0) für SPC Card ist ein attraktives Angebot, das hohe Views (2401) und positive Votes (9) rechtfertigt. Die geringe Anzahl an Replies (1) ist typisch für einfache Informations-Deals ohne Diskussionsbedarf.","['replies', 'views', 'votes', 'price', 'saving']"
821,False,"Die Werte sind im Kontext eines wiederkehrenden Prepaid-Handy-Deals plausibel: Der Preis von 100$ für 125$ Guthaben (25$ Ersparnis) ist typisch für solche Aktionen. Die 5688 Views bei moderaten 16 Replies und 5 Votes über einen längeren Zeitraum (Mai bis Juli 2020) passen zu einem bekannten, wiederkehrenden Deal ('is back'), der Interesse weckt aber keine außergewöhnliche Diskussion erfordert.","['replies', 'views', 'votes', 'price', 'saving']"
822,False,"Die Werte sind für einen Werkzeug-Deal plausibel: Preis und Ersparnis sind 0 (vermutlich nicht erfasst), aber Views (1361), Votes (5) und Replies (1) passen zu einem günstigen Werkzeug-Angebot im niedrigen Preissegment ($3.99-$7.99). Die moderate Engagement-Rate ist für Home Improvement Tools typisch.","['replies', 'views', 'votes', 'price', 'saving']"
823,True,Die Diskrepanz zwischen dem angegebenen Preis von 4€ und den im Titel genannten Preisen von 39€/29€ ist extrem auffällig. Zudem sind 9180 Views für ein 4€-Produkt bei Dollarama (Billigladen) außergewöhnlich hoch und passen nicht zur Produktkategorie und Quelle.,"['replies', 'views', 'votes', 'price', 'saving']"
824,False,"Die Werte sind für ein DEWALT Elektrowerkzeug (Jobsite Blower) im Kontext plausibel: Preis von 111$ liegt im erwartbaren Bereich für Marken-Elektrowerkzeug, die Ersparnis von 26% ist moderat, und die Engagement-Werte (4009 Views, 11 Replies, 1 Vote) passen zu einem soliden Deal für Heimwerker-Equipment ohne außergewöhnliche Attraktivität.","['replies', 'views', 'votes', 'price', 'saving']"
825,False,"Der Preis von 119.99$ für ein Blue Yeti Mikrofon ist marktüblich und realistisch. Die hohen Views (3910) bei moderater Diskussion (9 Replies) und neutralen Votes (-1) passen zu einem bekannten Produkt mit Preismatch-Deal, der Interesse weckt aber nicht außergewöhnlich attraktiv ist.","['replies', 'views', 'votes', 'price', 'saving']"
826,False,"Die Werte sind für eine 6TB externe Festplatte von Seagate bei Best Buy plausibel: Der Preis von 129.99$ liegt im realistischen Bereich für dieses Speichervolumen, die Engagement-Werte (3232 Views, 10 Replies) zeigen normales Interesse an einem Elektronik-Deal, und die leicht negativen Votes (-8) deuten auf einen durchschnittlichen Deal hin, der nicht außergewöhnlich attraktiv erscheint.","['replies', 'views', 'votes', 'price', 'saving']"
827,False,"Ein Spin Bike für ca. 1000$ liegt im realistischen Preissegment für Fitnessgeräte dieser Kategorie. Die 709 Views bei 0 Replies und 0 Votes deuten auf moderates Interesse ohne aktive Diskussion hin, was für einen durchschnittlichen Fitness-Deal plausibel ist.","['replies', 'views', 'votes', 'price', 'saving']"
828,False,"Der Preis von 359€ ist realistisch für ein Razer Core X External Graphics Enclosure (typischer Marktpreis). Die hohen Views (11138) und moderaten Replies (27) passen zu einem spezialisierten Tech-Produkt mit Nischeninteresse, während die niedrigen Votes (6) auf gemischte Deal-Attraktivität hindeuten.","['replies', 'views', 'votes', 'price', 'saving']"
829,False,"Die Werte sind im Kontext plausibel: Ein Splash Block (Regenwasserableiter) für 2,62$ ist ein realistischer Preis für ein einfaches Gartenprodukt. Die moderate Engagement-Rate (1576 Views, 3 Replies, 6 Votes) passt zu einem Nischen-Gartenartikel mit solidem Rabatt.","['replies', 'views', 'votes', 'price', 'saving']"
830,False,"Die Werte sind für einen Akku-Rasentrimmer im mittleren Preissegment (89,97€ mit 40€ Ersparnis) plausibel und konsistent. Die Engagement-Werte (1947 Views, 5 Replies, 7 Votes) passen zu einem soliden Deal für Gartengeräte, der moderate Aufmerksamkeit erhält.","['replies', 'views', 'votes', 'price', 'saving']"
831,False,"Die Werte sind im Kontext eines Restaurant-Deals plausibel: 30% Rabatt (saving: 30.0) auf Bestellungen ab 35$ ist ein typisches Angebot, price: 0.0 ist korrekt für prozentuale Rabatte ohne festen Produktpreis. Die hohen Views (3815) bei negativen Votes (-6) und wenigen Replies (7) deuten auf ein YMMV-Angebot (Your Mileage May Vary), das viele interessiert aber nicht alle nutzen können – typisch für standortabhängige Restaurant-Deals.","['replies', 'views', 'votes', 'price', 'saving']"
832,True,Die 12.864 Views sind extrem hoch für einen Apparel-Deal mit nur 31 Replies und 19 Votes. Das Verhältnis von Views zu Engagement (Replies/Votes) ist stark unausgewogen – normalerweise würde ein Deal mit über 12.000 Views deutlich mehr Interaktion generieren.,"['replies', 'views', 'votes', 'price', 'saving']"
833,False,"Die Werte sind im Kontext eines iPhone 11 Vertragsdeals plausibel: Der monatliche Preis von 84,25$ mit 20GB Daten ist realistisch für einen Mobilfunkvertrag. Die hohen Views (3611) und moderate Diskussion (11 Antworten) passen zu einem zeitlich begrenzten Flash-Sale für ein beliebtes Apple-Produkt, während die negativen Votes (-7) auf gemischte Meinungen zum Deal-Wert hindeuten könnten.","['replies', 'views', 'votes', 'price', 'saving']"
